0.081,10,0.9
0.088,20,0.9
0.096,30,0.9
0.113,40,0.9
0.099,50,0.9
0.12,60,0.9
0.105,70,0.9
0.147,80,0.9
0.137,90,0.9
0.134,100,0.9
0.155,110,0.9
0.123,120,0.9
0.147,130,0.9
0.139,140,0.9
0.139,150,0.9
0.13,160,0.9
0.14,170,0.9
0.137,180,0.9
0.165,190,0.9
0.134,200,0.9
0.184,210,0.9
0.162,220,0.9
0.134,230,0.9
0.135,240,0.9
0.156,250,0.9
0.148,260,0.9
0.156,270,0.9
0.147,280,0.9
0.161,290,0.9
0.129,300,0.9
0.143,310,0.9
0.179,320,0.9
0.152,330,0.9
0.144,340,0.9
0.165,350,0.9
0.141,360,0.9
0.14,370,0.9
0.174,380,0.9
0.164,390,0.9
0.159,400,0.9
0.168,410,0.9
0.173,420,0.9
0.161,430,0.9
0.174,440,0.9
0.158,450,0.9
0.16,460,0.9
0.153,470,0.9
0.197,480,0.9
0.171,490,0.9
0.171,500,0.9
0.198,510,0.9
0.168,520,0.9
0.206,530,0.9
0.176,540,0.9
0.169,550,0.9
0.161,560,0.9
0.159,570,0.9
0.176,580,0.9
0.198,590,0.9
0.184,600,0.9
0.174,610,0.9
0.168,620,0.9
0.185,630,0.9
0.19,640,0.9
0.191,650,0.9
0.18,660,0.9
0.196,670,0.9
0.166,680,0.9
0.188,690,0.9
0.179,700,0.9
0.186,710,0.9
0.179,720,0.9
0.186,730,0.9
0.19,740,0.9
0.198,750,0.9
0.186,760,0.9
0.197,770,0.9
0.187,780,0.9
0.163,790,0.9
0.181,800,0.9
0.204,810,0.9
0.181,820,0.9
0.2,830,0.9
0.201,840,0.9
0.197,850,0.9
0.179,860,0.9
0.18,870,0.9
0.21,880,0.9
0.193,890,0.9
0.193,900,0.9
0.203,910,0.9
0.202,920,0.9
0.218,930,0.9
0.214,940,0.9
0.199,950,0.9
0.202,960,0.9
0.209,970,0.9
0.207,980,0.9
0.17,990,0.9
0.194,1000,0.9
