0.072,10,0.9
0.091,20,0.9
0.116,30,0.9
0.137,40,0.9
0.127,50,0.9
0.152,60,0.9
0.186,70,0.9
0.17,80,0.9
0.159,90,0.9
0.155,100,0.9
0.166,110,0.9
0.158,120,0.9
0.174,130,0.9
0.203,140,0.9
0.165,150,0.9
0.212,160,0.9
0.236,170,0.9
0.225,180,0.9
0.171,190,0.9
0.212,200,0.9
0.198,210,0.9
0.2,220,0.9
0.238,230,0.9
0.166,240,0.9
0.235,250,0.9
0.203,260,0.9
0.216,270,0.9
0.208,280,0.9
0.188,290,0.9
0.192,300,0.9
0.201,310,0.9
0.191,320,0.9
0.233,330,0.9
0.192,340,0.9
0.222,350,0.9
0.22,360,0.9
0.202,370,0.9
0.203,380,0.9
0.222,390,0.9
0.23,400,0.9
0.193,410,0.9
0.228,420,0.9
0.228,430,0.9
0.201,440,0.9
0.232,450,0.9
0.208,460,0.9
0.188,470,0.9
0.222,480,0.9
0.23,490,0.9
0.225,500,0.9
0.209,510,0.9
0.236,520,0.9
0.238,530,0.9
0.244,540,0.9
0.214,550,0.9
0.213,560,0.9
0.211,570,0.9
0.223,580,0.9
0.222,590,0.9
0.248,600,0.9
0.241,610,0.9
0.197,620,0.9
0.209,630,0.9
0.242,640,0.9
0.249,650,0.9
0.209,660,0.9
0.241,670,0.9
0.243,680,0.9
0.237,690,0.9
0.214,700,0.9
0.229,710,0.9
0.241,720,0.9
0.25,730,0.9
0.259,740,0.9
0.244,750,0.9
0.269,760,0.9
0.248,770,0.9
0.215,780,0.9
0.286,790,0.9
0.227,800,0.9
0.274,810,0.9
0.234,820,0.9
0.225,830,0.9
0.268,840,0.9
0.276,850,0.9
0.267,860,0.9
0.252,870,0.9
0.237,880,0.9
0.253,890,0.9
0.226,900,0.9
0.261,910,0.9
0.276,920,0.9
0.256,930,0.9
0.215,940,0.9
0.276,950,0.9
0.302,960,0.9
0.27,970,0.9
0.236,980,0.9
0.295,990,0.9
0.263,1000,0.9
