0.764,10,5.50000000000167
1.127,20,10.499999999989223
1.345,30,15.499999999997598
1.467,40,20.49999999999147
1.634,50,7.847180960327055
1.593,60,30.499999999988795
1.728,70,35.49999999996887
1.713,80,40.500000000007574
1.829,90,45.499999999996405
1.745,100,50.49999999999494
2.034,110,55.49999999985338
1.946,120,60.4999999999641
2.045,130,65.50000000004664
1.927,140,70.50000000000335
2.229,150,75.49999999997794
1.968,160,80.50000000000031
2.196,170,85.50000000004637
2.186,180,90.49999999999976
2.281,190,95.49999999999109
2.369,200,100.49999999997848
2.119,210,210.99999999964922
2.44,220,110.49999999999305
2.286,230,115.49999999999854
2.256,240,120.50000000004044
2.338,250,125.49999999998577
2.303,260,130.50000000000728
2.671,270,135.49999999999955
2.367,280,140.5000000000232
2.404,290,145.49999999995737
2.449,300,150.5000000000108
2.662,310,155.499999999986
2.409,320,160.5000000000215
2.54,330,165.49999999999812
2.708,340,170.50000000006213
2.453,350,175.5000000000063
2.646,360,180.5000000000079
2.73,370,185.49999999997164
2.419,380,190.49999999993165
2.521,390,195.5000000000131
2.726,400,200.50000000002112
2.541,410,205.5000000000388
2.63,420,210.50000000001873
2.844,430,215.50000000002993
2.731,440,220.50000000003132
2.571,450,225.49999999994714
2.476,460,230.49999999999568
2.58,470,235.50000000003305
2.897,480,240.50000000006534
2.749,490,245.49999999999827
2.777,500,250.5000000000852
2.741,510,255.49999999996544
2.737,520,260.50000000003683
2.874,530,265.5000000001032
2.842,540,270.5000000000221
2.886,550,275.50000000002154
2.751,560,280.50000000010414
2.859,570,285.4999999999268
2.75,580,290.5000000000753
2.597,590,295.49999999991695
2.733,600,300.4999999999616
2.826,610,305.50000000002376
2.676,620,310.49999999997635
2.726,630,315.49999999993855
2.935,640,320.49999999991724
2.714,650,325.49999999999824
2.734,660,330.4999999999666
2.783,670,335.49999999991667
2.882,680,340.50000000003183
2.839,690,345.49999999997993
2.833,700,350.4999999999827
2.91,710,355.5000000000311
2.709,720,360.49999999996726
2.981,730,365.4999999999784
2.742,740,370.5000000000325
2.738,750,375.50000000003
2.74,760,380.5000000000986
2.943,770,385.4999999999684
2.911,780,390.4999999999945
2.823,790,395.50000000001927
2.837,800,400.50000000000523
3.006,810,405.49999999996527
2.961,820,410.499999999985
2.869,830,415.49999999999386
2.979,840,420.500000000025
2.926,850,425.49999999998636
3.03,860,430.50000000002063
2.948,870,435.50000000000045
2.875,880,440.4999999999957
2.943,890,445.4999999999895
2.923,900,450.49999999994526
3.086,910,455.50000000006395
2.951,920,460.5000000000105
2.975,930,465.50000000003007
2.921,940,470.49999999998863
2.939,950,475.4999999999896
2.913,960,480.5000000000599
3.034,970,485.50000000005804
2.976,980,490.49999999995003
2.89,990,495.5000000000157
2.907,1000,500.499999999995
